loan_number,condition,depth
BO-L1061,"Aprobación por parte del Ministerio de Economía y Finanzas Públicas de un plan de acción integral de mediano plazo surgido del informe Public Expenditure and Financial Accountability (PEFA) que incluya la elaboración, validación y ejecución de ",Medium
BO-L1062,"(a) Presentación a la Asamblea Legislativa Plurinacional de un proyecto de ley de clasificación de impuestos, el cual deberá contener en su articulado disposiciones que reflejen los principios de: (i) “autonomía local” para controlar y administ",High
BO-L1062,"(b) Diseño por parte del MEFP del prototipo de un sistema de estadísticas fiscales destinadas a:  (i) integrar diversas bases de datos, sistemas y procesos de generación de información fiscal actualmente dispersos;  (ii) actualizar la plataform",Medium
BO-L1062,"(a) Presentación a la Asamblea Legislativa Plurinacional de un proyecto de ley con normativa sobre endeudamiento público, el cual deberá contener en su articulado disposiciones que reflejen los principios de: (i) “eficiencia y prudencia”, para ",Medium
BO-L1062,"(b) Presentación a la Asamblea Legislativa Plurinacional de un proyecto de ley con normativa sobre tesorería, el cual deberá contener en su articulado disposiciones que reflejen los principios de: (i) “eficiencia”, para lograr una gestión que v",Medium
BO-L1062,(c) Presentación a la Asamblea Legislativa Plurinacional de un proyecto de ley por el cual se cree un sistema nacional de información tributaria el que incluirá: (i) el registro de las leyes departamentales y municipales por las cuales se creen,Medium
BR-L1201,1.1 Include in the draft Annual Budget Act (LOA) for the year of the disbursement the allocation of the loan resources to the state’s priority investments.,Low
BR-L1201,"1.2 Incorporate in the public debt management system, a module to manage contracts with CEF – housing and sanitation, BNDES, Banco do Brasil-FUNDEF.",Medium
BR-L1201,Integrate the Public Cost Appropriation System (ACP) with the human resources and consumables management systems.,Medium
BR-L1201,Publish a Governors Decree implementing the public expenditure management program in the State.,Medium
BR-L1201,Implement bidding processes through the electronic auction system covering 60% of public services and goods procured.,Medium
BR-L1201,Implement the chart of accounts recommended by Social Security Ministry in the state’s pension management system.,Medium
BR-L1201,"Approve the Budget Directive Law (LDO) for the year of the disbursement by the Legislative Assembly, including the state priority investments to be financed by the resources released from the loan.",Medium
BR-L1201,Acquire high- resolution satellite images to update the state’s cartographic database.,Medium
BR-L1201,"Pass the Annual Budget Act for the year of the disbursement by the Legislative Assembly, including the allocation of the loan resources to the state’s priority investments.",Medium
BR-L1201,Eliminate the debt residual by paying off the corresponding balance.,Medium
BR-L1201,"Implement the electronic tax invoice (NF-e) system among 125 large-scale taxpayers, representing approximately 30% of ICMS revenue.",Medium
BR-L1201,"Incorporate in the public debt management system, a module to keep track of the exchange rates for foreign currencies.",Medium
BR-L1201,"Implement tax inspection tools, such as data warehouses, to support the management of the motor vehicles property tax (IPVA).",Medium
BR-L1201,Train personnel responsible to operate the Public Cost Appropriation System (ACP) in 20 of the 24 state public secretariats.,Medium
BR-L1201,"Sign letters of agreement to Compromisso Bahia for 20 state’s public administration agencies, including an annex providing for the use of the ACP.",Medium
BR-L1201,Implement bidding processes through the electronic auction system covering 70% of public services and goods procured.,Medium
BR-L1201,Centralize the payment of pension benefits for all Executive Branch entities under the management of the State Social Security Agency (“Superintèndencia de Previdencia”).,Medium
BR-L1201,"Implement a systematic method for the preparation of cartographic technical specifications, evaluation of images and the state’s territorial mapping, in partnership with the Geographic Services Directorate of the Brazilian Army.",Medium
BR-L1201,Complete a study relating to the partial allocation of the state’s Participation funds (Federal transfers) for the private investor in public-private partnership (PPP) projects guarantees.,Medium
BR-L1375,Management of public income: Promote better monitoring of the Municipal Revenue Sharing Index (IPM) through the integration of information provided by taxpayers subject to the Goods and Services Sales Tax (ICMS) to optimize resource management.,Medium
BR-L1375,"Management of public income: Promote greater participation by citizens in the Gaúcha invoice program (NFG), by offering a discount on the Automobile Ownership Tax (IPVA) to increase the issuance of electronic invoices in the retail trade.",Medium
BR-L1375,Management of public income: Expansion of the control of state logistics operations by implementing a new cargo control model under the Brasil-ID system.,Medium
BR-L1375,"Management of public income: Strengthening of the model for processing tax enforcement cases by redefining procedures to request the suspension of tax claim enforcement, based on Article 40 of the Tax Enforcement Law (Law 6830/80).",Medium
BR-L1375,"Management of public income: Restructuring of the Office of the State Attorney General, by creating the Information Technology Management Committee, to coordinate actions and propose policies and solutions in the information and communication t",Medium
BR-L1375,"Public expenditure management: Reduce information asymmetry in relation to the prices applied by the market in state procurement, by establishing a benchmark price system for purchases in the health area, based on the electronic invoice (NF-e).",Medium
BR-L1375,"Public expenditure management: Strengthening of public expenditure management by implementing a new methodology for monitoring, analysis, and evaluation of costs in over seven state government agencies.",Medium
BR-L1375,"Public expenditure management: Integration of information on public procurement from the different state units (authorities and agencies), through the progressive implementation of the contract model in the State Public Finance System (FPE), wi",High
BR-L1375,"Public expenditure management: Strengthening of the management model for contracts for engineering works and service under state public administration (authorities and agencies) by creating new contracting, execution, and supervision procedures",Medium
BR-L1375,"Public expenditure management: Strengthening of the management of contingent liabilities, through the proposal of a new management methodology, with a view to identifying and reducing causal events.",Low
BR-L1375,"Strengthening of water resource management in RS: Strengthening of water resource management tools to optimize water use, through: (a) Start of implementation of the State Water Resources Information System.",Low
BR-L1375,Strengthening of water resource management in RS: Monitoring of the preparation of eight watershed management plans,Low
BR-L1375,Strengthening of water resource management in RS: Affiliation with the PROGESTÃO program (National Pact),Medium
BR-L1375,Strengthening of water resource management in RS: Strengthening of the structure for inspection and management of usage grants through the preparation of a training program for technical workers involved in the water usage grant issuance proces,Low
BR-L1375,"Strengthening of water resource management in RS: Expansion of knowledge on the actual availability and variability of surface water resources, by creating a state  hydrometeorological monitoring plan, to contribute to the sustainability of wat",Medium
BR-L1375,"Strengthening of water resource management in RS: Protect water-producing sources by creating a program for the payment for environmental protection services, to contribute to the targets of the “Mais Água, Mais Renda” [More water, More income]",Low
BR-L1375,"Promotion of irrigation in RS: Preparation of the state irrigation policy, to promote sustainable irrigation in a context of multiple water use.",Medium
BR-L1375,Promotion of irrigation in RS: Expansion of knowledge of the scope of the Irrigation and multiple water use master plan (PIUMA),Low
BR-L1375,"Promotion of irrigation in RS: Strengthening of the management capacity of sector entities (SEMA, the State Agriculture and Agribusiness Department (SEAPA), the Public Works, Irrigation, and Urban Development Department (SOP), and the Rural Dev",Medium
BR-L1375,"Promotion of irrigation in RS: Expansion of the coverage of the state’s land under irrigation through the creation of the state program to expand the area of irrigated agriculture (the “More water, More income” program), to reduce the vulnerabi",High
BR-L1375,Management of public income: Promote better monitoring of the IPM through the availability of the new integrated information guide.,Low
BR-L1375,"Management of public income: Promote greater integration by municípios in the NFG program by including the new criteria applied to municípios in the tax interaction program, reflected in the calculation of the IPM.",Medium
